month,sell_date,expiry,side,spot,strike,settle,eth_move,iv,premium_pct,size_eth,notional,size_x,premium,payoff,pnl,cum_pnl,deficit_after,worst_intramonth_loss
2024-09,2024-08-30,2024-09-27,PUT,2523.9200,2500,2660.1900,0.0540,0.5991,0.0612,3.9621,10000.0000,1.0000,602.6601,0.0000,602.6601,5424.5661,941.2444,958.3265
2024-10,2024-09-27,2024-10-25,PUT,2660.1900,2700,2474.2900,-0.0699,0.5614,0.0702,3.7591,10000.0000,1.0000,691.9233,849.8684,-157.9451,5266.6210,1099.1895,898.4245
2024-11,2024-10-25,2024-11-29,PUT,2474.2900,2500,3548.8700,0.4343,0.5960,0.0792,4.0416,10000.0000,1.0000,781.2461,0.0000,781.2461,6047.8671,317.9434,274.3862
2024-12,2024-11-29,2024-12-27,PUT,3548.8700,3500,3334.3200,-0.0605,0.6788,0.0677,2.8178,10000.0000,1.0000,667.1740,468.2621,198.9118,6246.7789,119.0316,527.9254
2025-01,2024-12-27,2025-01-31,PUT,3334.3200,3300,3251.2400,-0.0249,0.7050,0.0814,2.9991,10000.0000,1.0000,803.1576,147.6993,655.4582,6902.2371,0.0000,548.6240
2025-02,2025-01-31,2025-02-28,PUT,3251.2400,3300,2102.3600,-0.3534,0.6214,0.0768,3.0757,10000.0000,1.0000,757.7901,3684.6107,-2926.8205,3975.4166,2926.8205,3053.5438
2025-03,2025-02-28,2025-03-28,PUT,2102.3600,2100,1910.3100,-0.0913,0.7227,0.0791,4.7566,10000.0000,1.0000,780.2025,903.6347,-123.4322,3851.9844,3050.2527,979.0012
2025-04,2025-03-28,2025-04-25,PUT,1910.3100,1900,1773.7000,-0.0715,0.6271,0.0664,5.2348,10000.0000,1.0000,653.8904,662.5420,-8.6515,3843.3329,3058.9043,2073.9095
2025-05,2025-04-25,2025-05-30,PUT,1773.7000,1800,2626.7200,0.4809,0.6709,0.0910,5.6379,10000.0000,1.0000,897.6429,0.0000,897.6429,4740.9758,2161.2614,95.4301
2025-06,2025-05-30,2025-06-27,PUT,2626.7200,2600,2441.9800,-0.0703,0.6935,0.0711,3.8070,10000.0000,1.0000,701.3678,602.9813,98.3865,4839.3623,2062.8748,1155.5090
2025-07,2025-06-27,2025-07-25,PUT,2441.9800,2400,3619.6600,0.4823,0.6425,0.0620,4.0950,10000.0000,1.0000,611.1224,0.0000,611.1224,5450.4848,1451.7524,118.7389
2025-08,2025-07-25,2025-08-29,PUT,3619.6600,3600,4389.2600,0.2126,0.6623,0.0788,2.7627,10000.0000,1.0000,776.8499,0.0000,776.8499,6227.3346,674.9025,331.0833
2025-09,2025-08-29,2025-09-26,PUT,4389.2600,4400,3920.8700,-0.1067,0.6937,0.0779,2.2783,10000.0000,1.0000,767.8279,1092.9362,-325.1083,5902.2263,1000.0108,552.2123
2025-10,2025-09-26,2025-10-31,PUT,3920.8700,3900,3829.7900,-0.0232,0.6162,0.0732,2.5505,10000.0000,1.0000,721.4241,180.5326,540.8915,6443.1179,459.1193,787.4010
2025-11,2025-10-31,2025-11-28,PUT,3829.7900,3800,3009.8600,-0.2141,0.6599,0.0687,2.6111,10000.0000,1.0000,677.2078,2064.3207,-1387.1129,5056.0049,1846.2322,2407.9528
2025-12,2025-11-28,2025-12-26,PUT,3009.8600,3000,2965.1600,-0.0149,0.6809,0.0734,3.3224,10000.0000,1.0000,723.4127,117.2306,606.1821,5662.1870,1240.0501,578.6120
2026-01,2025-12-26,2026-01-30,PUT,2965.1600,3000,2731.3100,-0.0789,0.6078,0.0814,3.3725,10000.0000,1.0000,803.2100,907.5385,-104.3285,5557.8585,1344.3787,281.7230
2026-02,2026-01-30,2026-02-27,PUT,2731.3100,2700,2028.8000,-0.2572,0.5669,0.0567,3.6612,10000.0000,1.0000,557.8578,2458.5430,-1900.6852,3657.1733,3245.0639,2997.0808
2026-03,2026-02-27,2026-03-27,PUT,2028.8000,2050,2066.8900,0.0188,0.6597,0.0785,4.9290,10000.0000,1.0000,774.3574,0.0000,774.3574,4431.5307,2470.7065,638.5425
2026-04,2026-03-27,2026-04-24,PUT,2066.8900,2050,2313.8600,0.1195,0.7018,0.0731,4.8382,10000.0000,1.0000,720.5888,0.0000,720.5888,5152.1194,1750.1177,346.4797
2026-05,2026-04-24,2026-05-29,PUT,2313.8600,2300,2004.0300,-0.1339,0.5980,0.0706,4.3218,10000.0000,1.0000,695.9262,1280.4172,-584.4910,4567.6284,2334.6087,754.0319
2026-06,2026-05-29,2026-06-26,PUT,2004.0300,2000,1579.7000,-0.2117,0.4569,0.0494,4.9899,10000.0000,1.0000,486.0220,2098.4564,-1612.4344,2955.1940,3947.0431,2011.6647
2026-07,2026-06-26,2026-07-31,PUT,1579.7000,1600,1886.9700,0.1945,0.5806,0.0787,6.3303,10000.0000,1.0000,776.0898,0.0000,776.0898,3731.2838,3170.9533,258.9205
2026-08,2026-07-31,2026-08-28,PUT,1886.9700,1900,2496.7500,0.3232,0.4736,0.0560,5.2995,10000.0000,1.0000,551.3822,0.0000,551.3822,4282.6660,2619.5711,225.1591
2026-09,2026-08-28,2026-09-25,PUT,2496.7500,2500,2671.4100,0.0700,0.5161,0.0577,4.0052,10000.0000,1.0000,567.8610,0.0000,567.8610,4850.5271,2051.7101,273.3646
